Speaker,Gender,Movie
leeden,female,Ghost
woman's voice,female,Ghost
guard,female,Ghost
correspondent,female,Ghost
doctor,male,Ghost
officer,female,Ghost
driver,male,Ghost
voice,female,Ghost
woman,female,Ghost
relatives,male,Ghost
ortisha,female,Ghost
men,male,Ghost
voices,female,Ghost
workman,male,Ghost
nun,female,Ghost
elderly woman,female,Ghost
ghost,female,Ghost
coyote eyes,male,Ghost Rider
a moth,female,Ghost Rider
the past,male,Ghost Rider
landsdale,female,Ghost Rider
the mack,female,Ghost Rider
the scarecrow,male,Ghost Rider
carrigan,female,Ghost Rider
little mike,male,Ghost Rider
following nomi,female,Ghost Rider
starke,female,Ghost Rider
carri gan,female,Ghost Rider
their pov,male,Ghost Rider
first draft,male,Ghost Rider
carrigan's cell,female,Ghost Rider
memory flashes,female,Ghost Rider
two buttons,male,Ghost Rider
ambrose starke,male,Ghost Rider
petrowsky,male,Ghost Rider
back outside,male,Ghost Rider
blaze's coin,female,Ghost Rider
roadworks,male,Ghost Rider
various angles,female,Ghost Rider
pennebaker,male,Ghost Rider
rodenburg,female,Ghost Rider
on blaze,male,Ghost Rider
tolbein,female,Ghost Rider
the flames,female,Ghost Rider
blaze's voice,male,Ghost Rider
troopers,female,Ghost Rider
weingrod,female,Ghost Rider
the mission,male,Ghost Rider
following blaze,male,Ghost Rider
boots,female,Ghost Rider
ro denburg,female,Ghost Rider
silent memories,female,Ghost Rider
doctor,male,Ghost Rider
laforte,male,Ghost Rider
the town,male,Ghost Rider
the coyote,male,Ghost Rider
rain's eyes,male,Ghost Rider
clerk,female,Ghost Rider
glint,male,Ghost Rider
albright,female,Ghost Rider
sees something,male,Ghost Rider
gargoyles,female,Ghost Rider
blaze,male,Ghost Rider
a hand,female,Ghost Rider
man,male,Ghost Rider
ghost blaze,male,Ghost Rider
flashback images,female,Ghost Rider
gunt,female,Ghost Rider
fusco,male,Ghost Rider
coyote,male,Ghost Rider
up ahead,female,Ghost Rider
rain's pov,male,Ghost Rider
on rain,male,Ghost Rider
weatherman,female,Ghost Rider
lands dale,male,Ghost Rider
nunez,female,Ghost Rider
on roxanne,female,Ghost Rider
on carrigan,female,Ghost Rider
slow motion,male,Ghost Rider
the present,female,Ghost Rider
blaze's face,male,Ghost Rider
voice,female,Ghost Rider
on nomi,female,Ghost Rider
the pen,male,Ghost Rider
a staircase,female,Ghost Rider
starke's cadillac,male,Ghost Rider
rhymer,male,Ghost Rider
blaze's pov,male,Ghost Rider
the bathroom,male,Ghost Rider
deputy,male,Ghost Rider
riveter,male,Ghost Ship
mother,female,Ghost Ship
girl,female,Ghost Ship
girlfriend,male,Ghost Ship
coastguardsman,male,Ghost Ship
voice,female,Ghost Ship
the girl,female,Ghost Ship
father,male,Ghost Ship
mutineer,male,Ghost Ship
girl,female,Ghost World
colleague,male,Ghost World
vanilla,female,Ghost World
woman's voice,female,Ghost World
snotty girl,female,Ghost World
cashier,male,Ghost World
feldman,female,Ghost World
hipster,female,Ghost World
executive,male,Ghost World
loser,male,Ghost World
cute girl,female,Ghost World
black girl,female,Ghost World
manager,male,Ghost World
oomie,male,Ghost World
speaker,male,Ghost World
disc jockey,female,Ghost World
boss,male,Ghost World
melorra,female,Ghost World
mother,female,Ghost World
announcer,male,Ghost World
director,female,Ghost World
college sophomore,female,Ghost World
therapist,male,Ghost World
customer,male,Ghost World
boy,male,Ghost World
photographer,male,Ghost and the Darkness
redbeard,female,Ghost and the Darkness
middle coolie,female,Ghost and the Darkness
singh,female,Ghost and the Darkness
hawthorne,male,Ghost and the Darkness
patterson,male,Ghost and the Darkness
starling,male,Ghost and the Darkness
box boy,male,Ghostbusters
butcher,male,Ghostbusters
act one,female,Ghostbusters
egon,male,Ghostbusters
act two,female,Ghostbusters
slimer,male,Ghostbusters
detective three,female,Ghostbusters 2
crowd,female,Ghostbusters 2
psychiatrist,male,Ghostbusters 2
lieutenant,male,Ghostbusters 2
little boy,male,Ghostbusters 2
fire captain,male,Ghostbusters 2
stantz,male,Ghostbusters 2
detective one,female,Ghostbusters 2
detective two,female,Ghostbusters 2
cut to:,female,Ghostbusters 2
all,female,Ghostbusters 2
kids,male,Ghostbusters 2
security guard,female,Ghostbusters 2
first cop,female,Ghostbusters 2
con ed,male,Ghostbusters 2
patient,female,Ghostbusters 2
spengler,female,Ghostbusters 2
boy,male,Ghostbusters 2
cop,female,Ghostbusters 2
venkman,male,Ghostbusters 2
assistant,male,Ghostbusters 2
supervisor,male,Ghostbusters 2
younger vanger,male,Girl with the Dragon Tattoo
vanger,male,Girl with the Dragon Tattoo
pernilla,female,Girl with the Dragon Tattoo
doctor,male,Girl with the Dragon Tattoo
tech clerk,male,Girl with the Dragon Tattoo
tv newscaster,male,Girl with the Dragon Tattoo
uddevally detective,male,Girl with the Dragon Tattoo
clerk 2,female,Girl with the Dragon Tattoo
reporter 3,female,Girl with the Dragon Tattoo
blomkvist,male,Girl with the Dragon Tattoo
frode,male,Girl with the Dragon Tattoo
wennerstrom,male,Girl with the Dragon Tattoo
plague,female,Girl with the Dragon Tattoo
reporter 2,female,Girl with the Dragon Tattoo
wagner,male,Girl with the Dragon Tattoo
birger,male,Girl with the Dragon Tattoo
clerk 1,female,Girl with the Dragon Tattoo
salander,female,Girl with the Dragon Tattoo
announcer,male,Girl with the Dragon Tattoo
forsman,female,Girl with the Dragon Tattoo
fsa official,male,Girl with the Dragon Tattoo
armansky,male,Girl with the Dragon Tattoo
immigration official,male,Girl with the Dragon Tattoo
nilsson,female,Girl with the Dragon Tattoo
lindgren,female,Girl with the Dragon Tattoo
lawyer,male,Girl with the Dragon Tattoo
tattoo artist,male,Girl with the Dragon Tattoo
reporter,female,Girl with the Dragon Tattoo
barista,female,Girl with the Dragon Tattoo
bjurman,female,Girl with the Dragon Tattoo
tech,male,Girl with the Dragon Tattoo
photo editor,male,Girl with the Dragon Tattoo
morell,male,Girl with the Dragon Tattoo
children,male,Gladiator
gallus,male,Gladiator
maximus' son,male,Gladiator
second draft,male,Gladiator
child,female,Gladiator
lucius' voice,male,Gladiator
vibius,male,Gladiator
falco,male,Gladiator
kids,male,Gladiator
lucilla's voice,female,Gladiator
german prisoner,male,Gladiator
handmaiden,female,Gladiator
valerius,male,Gladiator
scribe,female,Gladiator
centurion,male,Gladiator
felix regiment,male,Gladiator
praetorian,male,Gladiator
baylen,male,Glengarry Glen Gross
22.,male,Go
intercom voice,female,Go
23.,male,Go
fila guy,male,Go
14.,male,Go
9a.,female,Go
40.,male,Go
8.,male,Go
105.,male,Go
fade out.,male,Go
68.,male,Go
17.,male,Go
61.,male,Go
51.,male,Go
45.,male,Go
71.,male,Go
33.,male,Go
nike hat,female,Go
spider marine,female,Go
84.,male,Go
115.,male,Go
48.,male,Go
41.,male,Go
43.,male,Go
ferrari man,male,Go
desk woman,female,Go
106.,male,Go
55.,male,Go
black out.,male,Go
10a.,male,Go
the man,male,Go
16.,male,Go
6a.,male,Go
70.,male,Go
65.,male,Go
34.,male,Go
104.,male,Go
jimmy shubert,male,Go
4b.,female,Go
7.,male,Go
the beast,female,Go
21.,male,Go
switterman,female,Go
12.,male,Go
36.,male,Go
filtered voice,female,Go
57.,male,Go
anorexia girl,female,Go
91.,male,Go
103.,male,Go
47.,male,Go
50.,male,Go
114.,male,Go
118.,male,Go
80.,male,Go
19a.,male,Go
81.,male,Go
bouncer,female,Go
83.,male,Go
56.,male,Go
30.,male,Go
the woman,female,Go
anorexic girl,female,Go
italian boy,male,Godfather Part II
questadt,male,Godfather Part II
stagehand,female,Godfather Part II
fbi man,male,Godfather Part II
mom,female,Godfather Part II
augustino,male,Godfather Part II
widow,female,Godfather Part II
mosca,female,Godfather Part II
driver,male,Godfather Part II
don corleone,male,Godfather Part II
priest,male,Godfather Part II
operator,female,Godfather Part II
corngold,male,Godfather Part II
senator weekler,male,Godfather Part II
everyone,male,Godfather Part II
reporter,female,Godfather Part II
hagen's son,male,Godfather Part II
second italian,female,Godfather Part II
clemenza,female,Godfather Part II
pilot,male,Godfather Part II
guard,female,Godfather Part II
second draft,female,Godfather Part II
another man,male,Godfather Part II
senator rogers,male,Godfather Part II
pentangeli,male,Godfather Part II
purser,male,Godfather Part II
senator ream,male,Godfather Part II
president,male,Godfather Part II
strollo,male,Godfather Part II
mama,female,Godfather Part II
captain,male,Godfather Part II
hotel man,male,Godfather Part II
neri,male,Godfather Part II
impresario,male,Godfather Part II
senator kane,male,Godfather Part II
official,male,Godfather Part II
genco,male,Godfather Part II
another,male,Godfather Part II
wife,male,Godfather Part II
doctor,male,Godfather Part II
vendor,male,Godfather Part II
fanucci,male,Godfather Part II
tomasino,male,Godfather Part II
woman,female,Godfather Part II
senator geary,male,Godfather Part II
rosato,female,Godfather Part II
bussetta,male,Godfather Part II
tessio,male,Godfather Part II
don francesco,male,Godfather Part II
sam roth,male,Godfather Part II
pit boss,male,Godfather Part II
loudspeaker,male,Godfather Part II
fredo,male,Godfather Part II
signora colombo,male,Godfather Part II
cop,female,Godfather Part II
man,male,Godfather Part II
senator king,male,Godfather Part II
father,male,Godfather Part II
the godfather,male,Godfather Part II
courier,male,Godfather Part II
voice,female,Godfather Part II
photographer,male,Godfather Part II
cicci,male,Godfather Part II
maestro,male,Godfather Part II
lawyer,male,Godfather Part II
radio,male,Godfather Part II
senator savoy,male,Godfather Part II
klingman,male,Godfather Part II
another arglz,female,Godfather Part III
faararon,female,Godfather Part III
ana angle,female,Godfather Part III
exry,female,Godfather Part III
anothsr angli,male,Godfather Part III
secretary's voice,male,Godfather Part III
sip hip,male,Godfather Part III
mwtt anglz,female,Godfather Part III
anotesr angle,female,Godfather Part III
maatroclva,male,Godfather Part III
and,female,Godfather Part III
grqndelliiis,female,Godfather Part III
you really,male,Godfather Part III
milbael,male,Godfather Part III
bartsalemew,female,Godfather Part III
newscaster's voice,male,Godfather Part III
anther angle,female,Godfather Part III
harthale ew,male,Godfather Part III
vanderhorst,male,Godfather Part III
hagw,male,Godfather Part III
elizabete,female,Godfather Part III
elizabeth's vozc,female,Godfather Part III
lan one,female,Godfather Part III
elizasets,male,Godfather Part III
laaone,female,Godfather Part III
eagen,male,Godfather Part III
servant,male,Godfather Part III
santio,male,Godfather Part III
eli zabeth,female,Godfather Part III
aiczael,male,Godfather Part III
waiting exactly,female,Godfather Part III
palmsateer,female,Godfather Part III
m atrocina,male,Godfather Part III
lizaseth,male,Godfather Part III
another anc,female,Godfather Part III
mc rissicr,male,Godfather Part III
i brady,male,Godfather Part III
elizabets,female,Godfather Part III
tour,male,Godfather Part III
baby,female,Godfather Part III
bagzn,male,Godfather Part III
leaved he,male,Godfather Part III
teacher,female,Godfather Part III
patwmateer,female,Godfather Part III
ano angle,female,Godfather Part III
on moserto,male,Godfather Part III
crundellius' voice,female,Godfather Part III
moreeouse,female,Godfather Part III
on rocco,male,Godfather Part III
aagen,male,Godfather Part III
anotber angle,female,Godfather Part III
crocz,male,Godfather Part III
devito,male,Godfather Part III
mc kissicx,male,Godfather Part III
first xux,female,Godfather Part III
as,female,Godfather Part III
news caster,male,Godfather Part III
hiceael,female,Godfather Part III
elizabeth's vcic,female,Godfather Part III
general,male,Godfather Part III
anotefr angle,female,Godfather Part III
eagw,male,Godfather Part III
anoteer angle,female,Godfather Part III
newsman's voice,male,Godfather Part III
first classman,female,Godfather Part III
augiisto,female,Godfather Part III
several cots,female,Godfather Part III
pistol instructor,male,Godfather Part III
xichael,male,Godfather Part III
bagen,male,Godfather Part III
bellboy,male,Godfather Part III
lamfone,female,Godfather Part III
maatrocia,female,Godfather Part III
on tony,male,Godfather Part III
lone,female,Godfather Part III
swartzwalder,male,Godfather Part III
anotseb angle,female,Godfather Part III
franzie,female,Godfather Part III
viral,male,Godfather Part III
morebouse,female,Godfather Part III
agsto,female,Godfather Part III
anjelica,female,Godfather Part III
elizabetb's voice,female,Godfather Part III
roberrto,female,Godfather Part III
davideau,female,Godfather Part III
instructor,male,Godfather Part III
hagzn,female,Godfather Part III
lampone,female,Godfather Part III
frankii,female,Godfather Part III
csc rissicx,female,Godfather Part III
s vidal,male,Godfather Part III
borracho,female,Godfather Part III
peps,female,Godfather Part III
ir rankie,female,Godfather Part III
neri,male,Godfather Part III
maatrocita,male,Godfather Part III
elizasetb,female,Godfather Part III
vidal,male,Godfather Part III
ok tony,female,Godfather Part III
tee driveway,male,Godfather Part III
hagezy,male,Godfather Part III
morehcqse,male,Godfather Part III
another anglz,female,Godfather Part III
mc rissicx,male,Godfather Part III
maatroclma,male,Godfather Part III
the pier,female,Godfather Part III
la one,female,Godfather Part III
mobs' otjse,female,Godfather Part III
on franrse,male,Godfather Part III
theme,female,Godfather Part III
anotar angle,female,Godfather Part III
ancther angle,female,Godfather Part III
lampcne,male,Godfather Part III
palmateer,male,Godfather Part III
mis,female,Godfather Part III
newscaster,male,Godfather Part III
anotem angle,female,Godfather Part III
another angle,female,Godfather Part III
lookout,male,Godfather Part III
acwsto,male,Godfather Part III
anotrer angle,female,Godfather Part III
student,female,Godfather Part III
bosun,female,Godfather Part III
morehouse,female,Godfather Part III
franrzir,male,Godfather Part III
second man,male,Godfather Part III
another ance,female,Godfather Part III
first man,male,Godfather Part III
elizabet3,female,Godfather Part III
i tony,male,Godfather Part III
maatrociia,male,Godfather Part III
lookout's voice,male,Godfather Part III
franxie,female,Godfather Part III
franbie,male,Godfather Part III
eltzaaet,female,Godfather Part III
pat mater,male,Godfather Part III
palmateee,male,Godfather Part III
security cfficzr,female,Godfather Part III
rage,male,Godfather Part III
davideaii,female,Godfather Part III
commander,male,Godfather Part III
grundellius,male,Godfather Part III
anotsmr alygzz,male,Godfather Part III
morehcuse,male,Godfather Part III
ancteer angle,female,Godfather Part III
anotser angle,female,Godfather Part III
secretary,male,Godfather Part III
platoon,male,Godfather Part III
cameraman,male,Godfather Part III
another angze,female,Godfather Part III
devit0,male,Godfather Part III
anotser anglz,female,Godfather Part III
anctber angle,female,Godfather Part III
augcsto,female,Godfather Part III
rcbeato,female,Godfather Part III
first maim,female,Godfather Part III
frankte,female,Godfather Part III
fravrie,female,Godfather Part III
instructor's voice,male,Godfather Part III
a woman,female,Godfather Part III
mc eissick,male,Godfather Part III
on rtxiz,male,Godfather Part III
on neri,female,Godfather Part III
ccntincted,male,Godfather Part III
another ana,female,Godfather Part III
chauff em,female,Godfather Part III
xurse,male,Godfather Part III
frahrie,male,Godfather Part III
laborer,female,Godfather Part III
geary,male,Godfather Part III
on elizabeth,female,Godfather Part III
toony,female,Godfather Part III
s tony,male,Godfather Part III
franxiz,male,Godfather Part III
arrzgo,male,Godfather Part III
closer,male,Godfather Part III
grdndelliiis,female,Godfather Part III
balm,female,Godfather Part III
tcny,female,Godfather Part III
forge,female,Godfather Part III
on abgusto,male,Godfather Part III
lamp one,female,Godfather Part III
horezouse,female,Godfather Part III
troc,female,Godfather Part III
mc rissic,male,Godfather Part III
tony's void,male,Godfather Part III
superintendent,male,Godfather Part III
featursitg tony,male,Godfather Part III
croce,female,Godfather Part III
mopeeouse,female,Godfather Part III
f ranxiz,female,Godfather Part III
maatrocina,male,Godfather Part III
maatrcciya,female,Godfather Part III
